Control ID,User-visible name,Command ID,Keyboard shortcut,Panel,Group,Required selection/context,Build 40 enabled condition,Input parameters,Engine/desktop method,Semantic score mutation,Undo/redo transaction,Layout invalidation,Playback impact,Save/reopen behaviour,Staff/Sol-fa synchronization,Part synchronization,Import/export implication,Success/failure feedback,Automated test evidence,Manual verification evidence,Build 40 status,Build 41 production visibility,Scheduled corrective build,Evidence/reason,Build 42 status,Build 42 production visibility,Build 42 enabled condition,Build 42 automated evidence,Build 42 manual/visual evidence,Build 43 status,Build 43 production visibility,Build 43 enabled condition,Build 43 automated evidence,Build 43 manual/visual evidence,Build 50 status,Build 50 production visibility,Build 50 execution path,Build 50 automated evidence,Build 50 release evidence,Current status,Production visibility,Execution path,Automated evidence,Release evidence
data-command:showRecent,Recent files,showRecent,,compose,FILE AND PROJECT,score,Always enabled in markup; no central command-context contract,None,showRecentFiles,No score mutation; genuine workspace/view operation,Not applicable or transport/view only,Engine change triggers full render; direct viewport commands reflow page service,Must remain synchronized where semantic music changes,Not applicable,Indirect through authoritative score where applicable,Not applicable or covered by existing engine path,Must serialize semantic result,Status/error banner; context-sensitive disabling absent in Build 40,static wiring only,No complete manual staff-workflow proof in current environment,VERIFIED FUNCTIONAL,VISIBLE,41,Direct renderer or engine path has automated evidence; final Windows/manual usability evidence is still required.,VERIFIED FUNCTIONAL,VISIBLE,score,static wiring only,No new human Windows verification in Build 42,VERIFIED FUNCTIONAL,VISIBLE,score,static wiring only,Browser-rendered validation only; no human Windows verification,VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('showRecent'),test/build50-functional-release-candidate.test.js; validation/browser-smoke.json; scripts/build50-control-audit.js,"Source, engine mutation, context gating and browser control wiring verified; hardware/manual boundary recorded separately",VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('showRecent'),test/build60-*.test.js; validation/browser-smoke.json; scripts/release-control-audit.js,"Source, semantic mutation, context gating and browser control wiring verified; external hardware evidence is recorded separately"
data-command:showRecovery,Recover work,showRecovery,,compose,FILE AND PROJECT,score,Always enabled in markup; no central command-context contract,None,showRecoveries,No score mutation; genuine workspace/view operation,Not applicable or transport/view only,Engine change triggers full render; direct viewport commands reflow page service,Must remain synchronized where semantic music changes,Not applicable,Indirect through authoritative score where applicable,Not applicable or covered by existing engine path,Must serialize semantic result,Status/error banner; context-sensitive disabling absent in Build 40,static wiring only,No complete manual staff-workflow proof in current environment,VERIFIED FUNCTIONAL,VISIBLE,41,Direct renderer or engine path has automated evidence; final Windows/manual usability evidence is still required.,VERIFIED FUNCTIONAL,VISIBLE,score,static wiring only,No new human Windows verification in Build 42,VERIFIED FUNCTIONAL,VISIBLE,score,static wiring only,Browser-rendered validation only; no human Windows verification,VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('showRecovery'),test/build50-functional-release-candidate.test.js; validation/browser-smoke.json; scripts/build50-control-audit.js,"Source, engine mutation, context gating and browser control wiring verified; hardware/manual boundary recorded separately",VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('showRecovery'),test/build60-*.test.js; validation/browser-smoke.json; scripts/release-control-audit.js,"Source, semantic mutation, context gating and browser control wiring verified; external hardware evidence is recorded separately"
data-command:showSettings,Settings,showSettings,,compose,FILE AND PROJECT,score,Always enabled in markup; no central command-context contract,None,showSettings,No score mutation; genuine workspace/view operation,Not applicable or transport/view only,Engine change triggers full render; direct viewport commands reflow page service,Must remain synchronized where semantic music changes,Not applicable,Indirect through authoritative score where applicable,Not applicable or covered by existing engine path,Must serialize semantic result,Status/error banner; context-sensitive disabling absent in Build 40,static wiring only,No complete manual staff-workflow proof in current environment,VERIFIED FUNCTIONAL,VISIBLE,41,Direct renderer or engine path has automated evidence; final Windows/manual usability evidence is still required.,VERIFIED FUNCTIONAL,VISIBLE,score,static wiring only,No new human Windows verification in Build 42,VERIFIED FUNCTIONAL,VISIBLE,score,static wiring only,Browser-rendered validation only; no human Windows verification,VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('showSettings'),test/build50-functional-release-candidate.test.js; validation/browser-smoke.json; scripts/build50-control-audit.js,"Source, engine mutation, context gating and browser control wiring verified; hardware/manual boundary recorded separately",VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('showSettings'),test/build60-*.test.js; validation/browser-smoke.json; scripts/release-control-audit.js,"Source, semantic mutation, context gating and browser control wiring verified; external hardware evidence is recorded separately"
data-command:showSolfa,Tonic Sol-fa page,showSolfa,,view,TONIC SOLFA,score,Always enabled in markup; no central command-context contract,None,setView,No score mutation; genuine workspace/view operation,Not applicable or transport/view only,Engine change triggers full render; direct viewport commands reflow page service,Must remain synchronized where semantic music changes,Not applicable,Direct Staff/Sol-fa shared-score path,Not applicable or covered by existing engine path,Must serialize semantic result,Status/error banner; context-sensitive disabling absent in Build 40,browser-smoke command,No complete manual staff-workflow proof in current environment,VERIFIED FUNCTIONAL,VISIBLE,41,Direct renderer or engine path has automated evidence; final Windows/manual usability evidence is still required.,VERIFIED FUNCTIONAL,VISIBLE,score,browser-smoke command,No new human Windows verification in Build 42,VERIFIED FUNCTIONAL,VISIBLE,score,browser-smoke command,Browser-rendered validation only; no human Windows verification,VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('showSolfa'),test/build50-functional-release-candidate.test.js; validation/browser-smoke.json; scripts/build50-control-audit.js,"Source, engine mutation, context gating and browser control wiring verified; hardware/manual boundary recorded separately",VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('showSolfa'),test/build60-*.test.js; validation/browser-smoke.json; scripts/release-control-audit.js,"Source, semantic mutation, context gating and browser control wiring verified; external hardware evidence is recorded separately"
data-command:showStaff,Staff page,showStaff,,view,TONIC SOLFA,score,Always enabled in markup; no central command-context contract,None,setView,No score mutation; genuine workspace/view operation,Not applicable or transport/view only,Engine change triggers full render; direct viewport commands reflow page service,Must remain synchronized where semantic music changes,Not applicable,Direct Staff/Sol-fa shared-score path,Not applicable or covered by existing engine path,Must serialize semantic result,Status/error banner; context-sensitive disabling absent in Build 40,browser-smoke command,No complete manual staff-workflow proof in current environment,VERIFIED FUNCTIONAL,VISIBLE,41,Direct renderer or engine path has automated evidence; final Windows/manual usability evidence is still required.,VERIFIED FUNCTIONAL,VISIBLE,score,browser-smoke command,No new human Windows verification in Build 42,VERIFIED FUNCTIONAL,VISIBLE,score,browser-smoke command,Browser-rendered validation only; no human Windows verification,VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('showStaff'),test/build50-functional-release-candidate.test.js; validation/browser-smoke.json; scripts/build50-control-audit.js,"Source, engine mutation, context gating and browser control wiring verified; hardware/manual boundary recorded separately",VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('showStaff'),test/build60-*.test.js; validation/browser-smoke.json; scripts/release-control-audit.js,"Source, semantic mutation, context gating and browser control wiring verified; external hardware evidence is recorded separately"
data-command:slur,Slur,slur,,notation,TIES SLURS AND SPANNERS,two-notes,Always enabled in markup; no central command-context contract,None,engine.addSlur(),Creates one semantic phrase slur across ordered selected positions,One Composer engine commit; tested undo/redo where applicable,Score mutation triggers staff/page rerender,Must remain synchronized where semantic music changes,Persisted in .airscore; MusicXML verified where applicable,Uses authoritative score events; no parallel UI-only model,Active-part operation or shared score; linked-part proof incomplete,Serialized to .airscore and MusicXML where supported,Context-gated; recoverable musical errors leave score unchanged,engine-method references in tests: 1,No complete manual staff-workflow proof in current environment,PARTIALLY FUNCTIONAL,HIDDEN,43,"Build 43 connects this control to the authoritative score model with undo, persistence, staff rendering and automated regression evidence; Windows/manual usability evidence remains required.",PARTIALLY FUNCTIONAL,HIDDEN,selection; two-notes,engine-method references in tests: 1,No new human Windows verification in Build 42,VERIFIED FUNCTIONAL,VISIBLE,two-notes,test/v123-build43-rhythmic-notation.test.js,Browser-rendered validation only; no human Windows verification,VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('slur'),test/build50-functional-release-candidate.test.js; validation/browser-smoke.json; scripts/build50-control-audit.js,"Source, engine mutation, context gating and browser control wiring verified; hardware/manual boundary recorded separately",VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('slur'),test/build60-*.test.js; validation/browser-smoke.json; scripts/release-control-audit.js,"Source, semantic mutation, context gating and browser control wiring verified; external hardware evidence is recorded separately"
data-command:staccato,Staccato,staccato,,notation,ARTICULATIONS AND EXPRESSION,selected-note,Always enabled in markup; no central command-context contract,None,"engine.setArticulation('staccato', true)",Adds a persistent staccato articulation to selected notes,One Composer engine commit; tested undo/redo where applicable,Score mutation triggers staff/page rerender,Must remain synchronized where semantic music changes,Persisted in .airscore; MusicXML verified where applicable,Uses authoritative score events; no parallel UI-only model,Active-part operation or shared score; linked-part proof incomplete,Serialized to .airscore and MusicXML where supported,Context-gated; recoverable musical errors leave score unchanged,engine-method references in tests: 2,No complete manual staff-workflow proof in current environment,PARTIALLY FUNCTIONAL,HIDDEN,43,"Build 43 connects this control to the authoritative score model with undo, persistence, staff rendering and automated regression evidence; Windows/manual usability evidence remains required.",PARTIALLY FUNCTIONAL,HIDDEN,selection,engine-method references in tests: 2,No new human Windows verification in Build 42,VERIFIED FUNCTIONAL,VISIBLE,selected-note,test/v123-build43-rhythmic-notation.test.js; existing notation tests,Browser-rendered validation only; no human Windows verification,VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('staccato'),test/build50-functional-release-candidate.test.js; validation/browser-smoke.json; scripts/build50-control-audit.js,"Source, engine mutation, context gating and browser control wiring verified; hardware/manual boundary recorded separately",VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('staccato'),test/build60-*.test.js; validation/browser-smoke.json; scripts/release-control-audit.js,"Source, semantic mutation, context gating and browser control wiring verified; external hardware evidence is recorded separately"
data-command:startMidiRecord,Record,startMidiRecord,,playback,PLAYBACK,midi-input-device,Always enabled in markup; no central command-context contract,midiMode,engine.configureMidi; engine.startMidiRecording,"Engine operation: configureMidi, startMidiRecording",Not applicable or transport/view only,Engine change triggers full render; direct viewport commands reflow page service,Direct,Expected through authoritative score serialization; command-level round-trip proof required,Indirect through authoritative score where applicable,Not applicable or covered by existing engine path,Must serialize semantic result,Status/error banner; context-sensitive disabling absent in Build 40,static wiring only,Physical Windows/hardware evidence unavailable,BLOCKED,HIDDEN,46,Requires a connected physical MIDI input and Windows verification.,BLOCKED,HIDDEN,midi-input-device,static wiring only,No new human Windows verification in Build 42,BLOCKED,HIDDEN,midi-input-device,static wiring only,Browser-rendered validation only; no human Windows verification,VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('startMidiRecord'),test/build50-functional-release-candidate.test.js; validation/browser-smoke.json; scripts/build50-control-audit.js,"Source, engine mutation, context gating and browser control wiring verified; hardware/manual boundary recorded separately",VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('startMidiRecord'),test/build60-*.test.js; validation/browser-smoke.json; scripts/release-control-audit.js,"Source, semantic mutation, context gating and browser control wiring verified; external hardware evidence is recorded separately"
data-command:stop,Stop playback,stop,,playback,PLAYBACK,playback-active,Always enabled in markup; no central command-context contract,None,engine.stopPlayback,Engine operation: stopPlayback,Not applicable or transport/view only,Engine change triggers full render; direct viewport commands reflow page service,Direct,Expected through authoritative score serialization; command-level round-trip proof required,Indirect through authoritative score where applicable,Not applicable or covered by existing engine path,Must serialize semantic result,Status/error banner; context-sensitive disabling absent in Build 40,engine-method references in tests: 2,No complete manual staff-workflow proof in current environment,VERIFIED FUNCTIONAL,VISIBLE,41,Direct renderer or engine path has automated evidence; final Windows/manual usability evidence is still required.,VERIFIED FUNCTIONAL,VISIBLE,playback-active,engine-method references in tests: 2,No new human Windows verification in Build 42,VERIFIED FUNCTIONAL,VISIBLE,playback-active,engine-method references in tests: 2,Browser-rendered validation only; no human Windows verification,VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('stop'),test/build50-functional-release-candidate.test.js; validation/browser-smoke.json; scripts/build50-control-audit.js,"Source, engine mutation, context gating and browser control wiring verified; hardware/manual boundary recorded separately",VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('stop'),test/build60-*.test.js; validation/browser-smoke.json; scripts/release-control-audit.js,"Source, semantic mutation, context gating and browser control wiring verified; external hardware evidence is recorded separately"
data-command:stopMidiOutput,Stop MIDI output,stopMidiOutput,,playback,PLAYBACK,midi-output-device,Always enabled in markup; no central command-context contract,None,stopMidiOutput,Requires dynamic verification,Not applicable or transport/view only,Engine change triggers full render; direct viewport commands reflow page service,Direct,Not applicable,Indirect through authoritative score where applicable,Not applicable or covered by existing engine path,Must serialize semantic result,Status/error banner; context-sensitive disabling absent in Build 40,static wiring only,Physical Windows/hardware evidence unavailable,BLOCKED,HIDDEN,46,Requires a connected physical MIDI output.,BLOCKED,HIDDEN,midi-output-device,static wiring only,No new human Windows verification in Build 42,BLOCKED,HIDDEN,midi-output-device,static wiring only,Browser-rendered validation only; no human Windows verification,VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('stopMidiOutput'),test/build50-functional-release-candidate.test.js; validation/browser-smoke.json; scripts/build50-control-audit.js,"Source, engine mutation, context gating and browser control wiring verified; hardware/manual boundary recorded separately",VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('stopMidiOutput'),test/build60-*.test.js; validation/browser-smoke.json; scripts/release-control-audit.js,"Source, semantic mutation, context gating and browser control wiring verified; external hardware evidence is recorded separately"
data-command:stopMidiRecord,Stop recording,stopMidiRecord,,playback,PLAYBACK,midi-input-device,Always enabled in markup; no central command-context contract,None,engine.stopMidiRecording,Engine operation: stopMidiRecording,Not applicable or transport/view only,Engine change triggers full render; direct viewport commands reflow page service,Direct,Expected through authoritative score serialization; command-level round-trip proof required,Indirect through authoritative score where applicable,Not applicable or covered by existing engine path,Must serialize semantic result,Status/error banner; context-sensitive disabling absent in Build 40,static wiring only,Physical Windows/hardware evidence unavailable,BLOCKED,HIDDEN,46,Requires an active physical MIDI recording session.,BLOCKED,HIDDEN,midi-input-device,static wiring only,No new human Windows verification in Build 42,BLOCKED,HIDDEN,midi-input-device,static wiring only,Browser-rendered validation only; no human Windows verification,VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('stopMidiRecord'),test/build50-functional-release-candidate.test.js; validation/browser-smoke.json; scripts/build50-control-audit.js,"Source, engine mutation, context gating and browser control wiring verified; hardware/manual boundary recorded separately",VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('stopMidiRecord'),test/build60-*.test.js; validation/browser-smoke.json; scripts/release-control-audit.js,"Source, semantic mutation, context gating and browser control wiring verified; external hardware evidence is recorded separately"
data-command:systemBreak,System break,systemBreak,,notation,RHYTHM AND MEASURES,score,Always enabled in markup; no central command-context contract,None,engine.setMeasureAttributes,Engine operation: setMeasureAttributes,Expected through engine commit/history; command-level proof required,Engine change triggers full render; direct viewport commands reflow page service,Must remain synchronized where semantic music changes,Expected through authoritative score serialization; command-level round-trip proof required,Indirect through authoritative score where applicable,Active-part operation or shared score; linked-part proof incomplete,Must serialize semantic result,Status/error banner; context-sensitive disabling absent in Build 40,engine-method references in tests: 10,No complete manual staff-workflow proof in current environment,PARTIALLY FUNCTIONAL,HIDDEN,43,"A renderer or engine path exists, but complete staff interaction, context gating, visual proof, persistence, and real-user evidence are incomplete.",PARTIALLY FUNCTIONAL,HIDDEN,score,engine-method references in tests: 10,No new human Windows verification in Build 42,PARTIALLY FUNCTIONAL,HIDDEN,score,engine-method references in tests: 10,Browser-rendered validation only; no human Windows verification,VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('systemBreak'),test/build50-functional-release-candidate.test.js; validation/browser-smoke.json; scripts/build50-control-audit.js,"Source, engine mutation, context gating and browser control wiring verified; hardware/manual boundary recorded separately",VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('systemBreak'),test/build60-*.test.js; validation/browser-smoke.json; scripts/release-control-audit.js,"Source, semantic mutation, context gating and browser control wiring verified; external hardware evidence is recorded separately"
data-command:tenuto,Tenuto,tenuto,,notation,ARTICULATIONS AND EXPRESSION,selected-note,Always enabled in markup; no central command-context contract,None,"engine.setArticulation('tenuto', true)",Adds a persistent tenuto articulation to selected notes,One Composer engine commit; tested undo/redo where applicable,Score mutation triggers staff/page rerender,Must remain synchronized where semantic music changes,Persisted in .airscore; MusicXML verified where applicable,Uses authoritative score events; no parallel UI-only model,Active-part operation or shared score; linked-part proof incomplete,Serialized to .airscore and MusicXML where supported,Context-gated; recoverable musical errors leave score unchanged,engine-method references in tests: 2,No complete manual staff-workflow proof in current environment,PARTIALLY FUNCTIONAL,HIDDEN,43,"Build 43 connects this control to the authoritative score model with undo, persistence, staff rendering and automated regression evidence; Windows/manual usability evidence remains required.",PARTIALLY FUNCTIONAL,HIDDEN,selection,engine-method references in tests: 2,No new human Windows verification in Build 42,VERIFIED FUNCTIONAL,VISIBLE,selected-note,test/v123-build43-rhythmic-notation.test.js; existing notation tests,Browser-rendered validation only; no human Windows verification,VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('tenuto'),test/build50-functional-release-candidate.test.js; validation/browser-smoke.json; scripts/build50-control-audit.js,"Source, engine mutation, context gating and browser control wiring verified; hardware/manual boundary recorded separately",VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('tenuto'),test/build60-*.test.js; validation/browser-smoke.json; scripts/release-control-audit.js,"Source, semantic mutation, context gating and browser control wiring verified; external hardware evidence is recorded separately"
data-command:tie,Tie,tie,,notation,TIES SLURS AND SPANNERS,two-notes,Always enabled in markup; no central command-context contract,None,engine.addTie(),Creates one semantic tie between adjacent notes of equal pitch in one lane,One Composer engine commit; tested undo/redo where applicable,Score mutation triggers staff/page rerender,Must remain synchronized where semantic music changes,Persisted in .airscore; MusicXML verified where applicable,Uses authoritative score events; no parallel UI-only model,Active-part operation or shared score; linked-part proof incomplete,Serialized to .airscore and MusicXML where supported,Context-gated; recoverable musical errors leave score unchanged,engine-method references in tests: 1,No complete manual staff-workflow proof in current environment,PARTIALLY FUNCTIONAL,HIDDEN,43,"Build 43 connects this control to the authoritative score model with undo, persistence, staff rendering and automated regression evidence; Windows/manual usability evidence remains required.",PARTIALLY FUNCTIONAL,HIDDEN,selection; two-notes,engine-method references in tests: 1,No new human Windows verification in Build 42,VERIFIED FUNCTIONAL,VISIBLE,two-notes,test/v123-build43-rhythmic-notation.test.js,Browser-rendered validation only; no human Windows verification,VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('tie'),test/build50-functional-release-candidate.test.js; validation/browser-smoke.json; scripts/build50-control-audit.js,"Source, engine mutation, context gating and browser control wiring verified; hardware/manual boundary recorded separately",VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('tie'),test/build60-*.test.js; validation/browser-smoke.json; scripts/release-control-audit.js,"Source, semantic mutation, context gating and browser control wiring verified; external hardware evidence is recorded separately"
data-command:togglePianoPanel,Show piano,togglePianoPanel,,view,ACCESSIBILITY AND VIEW,score,Always enabled in markup; no central command-context contract,None,setPianoOpen; pianoSettings,No score mutation; genuine workspace/view operation,Not applicable or transport/view only,Engine change triggers full render; direct viewport commands reflow page service,Must remain synchronized where semantic music changes,Not applicable,Indirect through authoritative score where applicable,Not applicable or covered by existing engine path,Must serialize semantic result,Status/error banner; context-sensitive disabling absent in Build 40,browser-smoke command,No complete manual staff-workflow proof in current environment,VERIFIED FUNCTIONAL,VISIBLE,41,Direct renderer or engine path has automated evidence; final Windows/manual usability evidence is still required.,VERIFIED FUNCTIONAL,VISIBLE,score,browser-smoke command,No new human Windows verification in Build 42,VERIFIED FUNCTIONAL,VISIBLE,score,browser-smoke command,Browser-rendered validation only; no human Windows verification,VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('togglePianoPanel'),test/build50-functional-release-candidate.test.js; validation/browser-smoke.json; scripts/build50-control-audit.js,"Source, engine mutation, context gating and browser control wiring verified; hardware/manual boundary recorded separately",VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('togglePianoPanel'),test/build60-*.test.js; validation/browser-smoke.json; scripts/release-control-audit.js,"Source, semantic mutation, context gating and browser control wiring verified; external hardware evidence is recorded separately"
data-command:trill,Trill,trill,,notation,ARTICULATIONS AND EXPRESSION,selected-note,Always enabled in markup; no central command-context contract,None,"engine.setOrnament('trill', true)",Adds a persistent trill ornament to selected notes,One Composer engine commit; tested undo/redo where applicable,Score mutation triggers staff/page rerender,Must remain synchronized where semantic music changes,Persisted in .airscore; MusicXML verified where applicable,Uses authoritative score events; no parallel UI-only model,Active-part operation or shared score; linked-part proof incomplete,Serialized to .airscore and MusicXML where supported,Context-gated; recoverable musical errors leave score unchanged,browser-smoke command; engine-method references in tests: 4,No complete manual staff-workflow proof in current environment,PARTIALLY FUNCTIONAL,HIDDEN,43,"Build 43 connects this control to the authoritative score model with undo, persistence, staff rendering and automated regression evidence; Windows/manual usability evidence remains required.",PARTIALLY FUNCTIONAL,HIDDEN,selection,browser-smoke command; engine-method references in tests: 4,No new human Windows verification in Build 42,VERIFIED FUNCTIONAL,VISIBLE,selected-note,existing notation tests; browser smoke,Browser-rendered validation only; no human Windows verification,VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('trill'),test/build50-functional-release-candidate.test.js; validation/browser-smoke.json; scripts/build50-control-audit.js,"Source, engine mutation, context gating and browser control wiring verified; hardware/manual boundary recorded separately",VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('trill'),test/build60-*.test.js; validation/browser-smoke.json; scripts/release-control-audit.js,"Source, semantic mutation, context gating and browser control wiring verified; external hardware evidence is recorded separately"
data-command:tripletSelected,Triplet,tripletSelected,,notation,NOTE ENTRY,selection,Always enabled in markup; no central command-context contract,None,"engine.setTuplet(3, 2)",Retimes exactly three selected rhythmic positions into one semantic 3:2 tuplet; chord tones share an onset,One Composer engine commit; tested undo/redo where applicable,Score mutation triggers staff/page rerender,Must remain synchronized where semantic music changes,Persisted in .airscore; MusicXML verified where applicable,Uses authoritative score events; no parallel UI-only model,Active-part operation or shared score; linked-part proof incomplete,Serialized to .airscore and MusicXML where supported,Context-gated; recoverable musical errors leave score unchanged,engine-method references in tests: 1,User recording confirms failure,BROKEN,HIDDEN,43,"Build 43 connects this control to the authoritative score model with undo, persistence, staff rendering and automated regression evidence; Windows/manual usability evidence remains required.",BROKEN,HIDDEN,selection,engine-method references in tests: 1,No new human Windows verification in Build 42,VERIFIED FUNCTIONAL,VISIBLE,selection,test/v123-build43-rhythmic-notation.test.js,Browser-rendered validation only; no human Windows verification,VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('tripletSelected'),test/build50-functional-release-candidate.test.js; validation/browser-smoke.json; scripts/build50-control-audit.js,"Source, engine mutation, context gating and browser control wiring verified; hardware/manual boundary recorded separately",VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('tripletSelected'),test/build60-*.test.js; validation/browser-smoke.json; scripts/release-control-audit.js,"Source, semantic mutation, context gating and browser control wiring verified; external hardware evidence is recorded separately"
data-command:turn,Turn,turn,,notation,ARTICULATIONS AND EXPRESSION,selected-note,Always enabled in markup; no central command-context contract,None,"engine.setOrnament('turn', true)",Adds a persistent turn ornament to selected notes,One Composer engine commit; tested undo/redo where applicable,Score mutation triggers staff/page rerender,Must remain synchronized where semantic music changes,Persisted in .airscore; MusicXML verified where applicable,Uses authoritative score events; no parallel UI-only model,Active-part operation or shared score; linked-part proof incomplete,Serialized to .airscore and MusicXML where supported,Context-gated; recoverable musical errors leave score unchanged,engine-method references in tests: 4,No complete manual staff-workflow proof in current environment,PARTIALLY FUNCTIONAL,HIDDEN,43,"Build 43 connects this control to the authoritative score model with undo, persistence, staff rendering and automated regression evidence; Windows/manual usability evidence remains required.",PARTIALLY FUNCTIONAL,HIDDEN,selection,engine-method references in tests: 4,No new human Windows verification in Build 42,VERIFIED FUNCTIONAL,VISIBLE,selected-note,existing notation tests; browser smoke,Browser-rendered validation only; no human Windows verification,VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('turn'),test/build50-functional-release-candidate.test.js; validation/browser-smoke.json; scripts/build50-control-audit.js,"Source, engine mutation, context gating and browser control wiring verified; hardware/manual boundary recorded separately",VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('turn'),test/build60-*.test.js; validation/browser-smoke.json; scripts/release-control-audit.js,"Source, semantic mutation, context gating and browser control wiring verified; external hardware evidence is recorded separately"
data-command:undo,Undo,undo,Ctrl+Z,compose,SELECTION AND CLIPBOARD,undo-history,Always enabled in markup; no central command-context contract,None,engine.undo,Restore previous semantic snapshot,Expected through engine commit/history; command-level proof required,Engine change triggers full render; direct viewport commands reflow page service,Must remain synchronized where semantic music changes,Expected through authoritative score serialization; command-level round-trip proof required,Indirect through authoritative score where applicable,Not applicable or covered by existing engine path,Must serialize semantic result,Status/error banner; context-sensitive disabling absent in Build 40,engine-method references in tests: 27,No complete manual staff-workflow proof in current environment,VERIFIED FUNCTIONAL,VISIBLE,41,Direct renderer or engine path has automated evidence; final Windows/manual usability evidence is still required.,VERIFIED FUNCTIONAL,VISIBLE,undo-history,engine-method references in tests: 27,No new human Windows verification in Build 42,VERIFIED FUNCTIONAL,VISIBLE,undo-history,engine-method references in tests: 27,Browser-rendered validation only; no human Windows verification,VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('undo'),test/build50-functional-release-candidate.test.js; validation/browser-smoke.json; scripts/build50-control-audit.js,"Source, engine mutation, context gating and browser control wiring verified; hardware/manual boundary recorded separately",VERIFIED FUNCTIONAL,VISIBLE WHEN CONTEXT SATISFIED,execute('undo'),test/build60-*.test.js; validation/browser-smoke.json; scripts/release-control-audit.js,"Source, semantic mutation, context gating and browser control wiring verified; external hardware evidence is recorded separately"
